Title	AvgRating	UserCount
There's Something About Mary (1998)	3.9044493070751276	1371
Malcolm X (1992)	3.903157894736842	475
Happiness (1998)	3.903125	320
Cabaret (1972)	3.9029345372460496	443
Name of the Rose, The (1986)	3.9012345679012346	324
In the Name of the Father (1993)	3.9006410256410255	312
Two Family House (2000)	3.9	40
Last September, The (1999)	3.9	10
Some Mother's Son (1996)	3.9	20
Lock, Stock & Two Smoking Barrels (1998)	3.8976	625
Primal Fear (1996)	3.8969072164948453	485
Thing From Another World, The (1951)	3.8962962962962964	135
Rope (1948)	3.8952879581151834	191
Mission, The (1986)	3.8951965065502185	229
Year of Living Dangerously (1982)	3.895140664961637	391
Philadelphia (1993)	3.894830659536542	561
Mary Poppins (1964)	3.894164193867458	1011
My Favorite Year (1982)	3.8940397350993377	302
Magnolia (1999)	3.8939802336028753	1113
Shallow Grave (1994)	3.8937728937728937	273
Women on the Verge of a Nervous Breakdown (1988)	3.8923512747875355	353
Babe (1995)	3.8914905768132497	1751
Castle, The (1997)	3.891304347826087	46
Gentleman's Agreement (1947)	3.89010989010989	91
Hard Day's Night, A (1964)	3.88996138996139	518
From Russia with Love (1963)	3.8897535667963683	771
Bewegte Mann, Der (1994)	3.888888888888889	9
Baraka (1992)	3.888888888888889	45
Wings (1927)	3.888888888888889	45
If.... (1968)	3.888888888888889	54
Dead Man (1995)	3.888888888888889	153
Lethal Weapon (1987)	3.8869084204056548	1627
Beauty and the Beast (1991)	3.8858490566037736	1060
Glengarry Glen Ross (1992)	3.8844133099824867	571
Cyrano de Bergerac (1990)	3.884297520661157	363
High Plains Drifter (1972)	3.8832807570977916	317
Fanny and Alexander (1982)	3.8828125	128
Mansfield Park (1999)	3.882758620689655	145
Birds, The (1963)	3.882673942701228	733
Do the Right Thing (1989)	3.880921895006402	781
Star Trek: The Wrath of Khan (1982)	3.880524861878453	1448
Emma (1996)	3.8802395209580838	501
Holiday Inn (1942)	3.88	275
Breakfast Club, The (1985)	3.8797920727745288	1539
Chicken Run (2000)	3.8796087283671934	1329
Waking Ned Devine (1998)	3.879089615931721	703
Heat (1995)	3.8787234042553194	940
Mrs. Miniver (1942)	3.8780487804878048	82
Three Seasons (1999)	3.8780487804878048	41
Eyes of Tammy Faye, The (2000)	3.8780487804878048	82
Mystery Train (1989)	3.877659574468085	188
Insomnia (1997)	3.877551020408163	49
Driving Miss Daisy (1989)	3.8773006134969323	652
Antonia's Line (Antonia) (1995)	3.8764044943820224	89
Mrs. Brown (Her Majesty, Mrs. Brown) (1997)	3.8754716981132074	265
Promise, The (La Promesse) (1996)	3.875	24
Night to Remember, A (1958)	3.875	144
Specials, The (2000)	3.875	8
Big Chill, The (1983)	3.8747016706443915	838
Dr. No (1962)	3.874613003095975	646
Tombstone (1993)	3.8734177215189876	553
No Way Out (1987)	3.8732394366197185	355
Full Monty, The (1997)	3.872393661384487	1199
Little Princess, A (1995)	3.872093023255814	172
Bottle Rocket (1996)	3.869565217391304	253
Black Cat, White Cat (Crna macka, beli macor) (1998)	3.869565217391304	23
Chungking Express (1994)	3.869565217391304	115
Long Goodbye, The (1973)	3.8658536585365852	82
Heavenly Creatures (1994)	3.8658280922431865	477
Lolita (1962)	3.8656716417910446	201
Verdict, The (1982)	3.865435356200528	379
Erin Brockovich (2000)	3.863878326996198	1315
Once Upon a Time in America (1984)	3.863070539419087	241
Live Flesh (1997)	3.8620689655172415	29
Twelfth Night (1996)	3.861842105263158	152
Truman Show, The (1998)	3.861691542288557	1005
Willy Wonka and the Chocolate Factory (1971)	3.8613861386138613	1313
Lion King, The (1994)	3.8608385370205176	1121
Vanya on 42nd Street (1994)	3.8596491228070176	114
Peeping Tom (1960)	3.8588235294117648	85
Tom Jones (1963)	3.8585858585858586	198
War of the Worlds, The (1953)	3.8584070796460175	565
Dadetown (1995)	3.857142857142857	7
Eternity and a Day (Mia eoniotita ke mia mera ) (1998)	3.857142857142857	7
Our Town (1940)	3.857142857142857	49
Shower (Xizhao) (1999)	3.857142857142857	63
Ladybird Ladybird (1994)	3.857142857142857	28
Bhaji on the Beach (1993)	3.857142857142857	35
Trekkies (1997)	3.857142857142857	224
Red Rock West (1992)	3.856589147286822	258
Birdy (1984)	3.8565022421524664	223
Midnight Run (1988)	3.8562091503267975	765
Muppet Movie, The (1979)	3.8561827956989245	744
Dead Again (1991)	3.855917667238422	583
Big (1988)	3.8558014755197854	1491
Color Purple, The (1985)	3.8555555555555556	450
Butterfly (La Lengua de las Mariposas) (2000)	3.8550724637681157	69
Stranger Than Paradise (1984)	3.8548387096774195	124
Go (1999)	3.854771784232365	723
Bug's Life, A (1998)	3.854374633000587	1703
Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)	3.8541666666666665	48
Fast, Cheap & Out of Control (1997)	3.8518518518518516	189
Maurice (1987)	3.8514851485148514	101
American in Paris, An (1951)	3.8513119533527695	343
Secret of NIMH, The (1982)	3.850948509485095	369
To Be or Not to Be (1942)	3.8509316770186337	161
Secret of Roan Inish, The (1994)	3.85	300
Stonewall (1995)	3.85	20
Last Detail, The (1973)	3.8488372093023258	172
Hurricane, The (1999)	3.848722986247544	509
Of Mice and Men (1992)	3.847560975609756	328
Caddyshack (1980)	3.8469493278179936	967
Filth and the Fury, The (2000)	3.8461538461538463	39
Highlander (1986)	3.8461538461538463	741
Snow White and the Seven Dwarfs (1937)	3.8453473132372213	763
Ridicule (1996)	3.8448275862068964	58
Ghost Dog: The Way of the Samurai (1999)	3.843949044585987	314
Watership Down (1978)	3.8426229508196723	305
Great Locomotive Chase, The (1956)	3.8421052631578947	19
Vacation (1983)	3.841530054644809	549
What's Eating Gilbert Grape (1993)	3.8412698412698414	693
Rushmore (1998)	3.8409836065573773	1220
Hear My Song (1991)	3.84	50
Shane (1953)	3.839344262295082	305
Stripes (1981)	3.8391891891891894	740
Double Happiness (1994)	3.838709677419355	31
Fast Times at Ridgemont High (1982)	3.8374717832957113	886
Bull Durham (1988)	3.837442922374429	1095
Paper Chase, The (1973)	3.837370242214533	289
Bananas (1971)	3.836021505376344	372
Man Who Knew Too Much, The (1934)	3.8359375	128
Auntie Mame (1958)	3.835766423357664	274
Shadowlands (1993)	3.835664335664336	286
Suddenly, Last Summer (1959)	3.8333333333333335	102
Roseanna's Grave (For Roseanna) (1997)	3.8333333333333335	36
Déjà Vu (1997)	3.8333333333333335	18
Cosi (1996)	3.8333333333333335	36
Flirting With Disaster (1996)	3.8333333333333335	318
Big Combo, The (1955)	3.8333333333333335	6
Substance of Fire, The (1996)	3.8333333333333335	6
Twelve Chairs, The (1970)	3.8333333333333335	84
Atlantic City (1980)	3.8322368421052633	304
Natural, The (1984)	3.832116788321168	548
Commitments, The (1991)	3.8315412186379927	558
Seven Beauties (Pasqualino Settebellezze) (1976)	3.831168831168831	77
Autumn Tale, An (Conte d'automne) (1998)	3.8297872340425534	47
Joy Luck Club, The (1993)	3.829113924050633	474
Trading Places (1983)	3.828367103694875	839
Children of a Lesser God (1986)	3.8277945619335347	331
Dracula (1931)	3.827731092436975	238
White Balloon, The (Badkonake Sefid ) (1995)	3.826923076923077	52
Evil Dead II (Dead By Dawn) (1987)	3.826642335766423	548
White Christmas (1954)	3.8265682656826567	271
Picnic at Hanging Rock (1975)	3.8263473053892216	167
Mirror, The (Zerkalo) (1975)	3.8260869565217392	23
My Life in Pink (Ma vie en rose) (1997)	3.825870646766169	201
Misery (1990)	3.82579185520362	884
In the Line of Fire (1993)	3.825102880658436	972
Hilary and Jackie (1998)	3.825	160
Breaking the Waves (1996)	3.8239700374531833	267
Bound (1996)	3.8234265734265733	572
All That Jazz (1979)	3.823343848580442	317
Charlotte's Web (1973)	3.8229376257545273	497
Dark City (1998)	3.822654462242563	874
Six Degrees of Separation (1993)	3.8222222222222224	315
Frances (1982)	3.8222222222222224	135
Looking for Richard (1996)	3.8219178082191783	146
Thirty-Two Short Films About Glenn Gould (1993)	3.821656050955414	157
Office Space (1999)	3.8211009174311927	872
X-Men (2000)	3.8206485771012573	1511
Saboteur (1942)	3.8202247191011236	89
Dancer in the Dark (2000)	3.82	200
Rosemary's Baby (1968)	3.818820224719101	712
Effect of Gamma Rays on Man-in-the-Moon Marigolds, The (1972)	3.8181818181818183	55
Short Cuts (1993)	3.8172757475083055	301
Misérables, Les (1995)	3.8169642857142856	224
Schizopolis (1996)	3.816326530612245	49
Jungle Book, The (1967)	3.816265060240964	664
Heathers (1989)	3.8156911581569117	803
Year My Voice Broke, The (1987)	3.814814814814815	27
Haunted World of Edward D. Wood Jr., The (1995)	3.814814814814815	27
Queen Margot (La Reine Margot) (1994)	3.813953488372093	86
Grosse Pointe Blank (1997)	3.813380281690141	1136
Last of the Mohicans, The (1992)	3.8133333333333335	975
Gods and Monsters (1998)	3.8131487889273354	578
Excalibur (1981)	3.81266846361186	742
Better Living Through Circuitry (1999)	3.8125	16
Sea Wolves, The (1980)	3.8125	16
Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)	3.8119658119658117	117
Where Eagles Dare (1969)	3.811320754716981	265
Dave (1993)	3.811181434599156	948
Impostors, The (1998)	3.810810810810811	74
Smoke Signals (1998)	3.8091397849462365	372
Blowup (1966)	3.8089430894308944	246
Klute (1971)	3.80794701986755	302
Three Kings (1999)	3.8070519098922624	1021
Shine (1996)	3.8065693430656933	548
Before Sunrise (1995)	3.80625	160
Fried Green Tomatoes (1991)	3.806070826306914	593
Adventures of Priscilla, Queen of the Desert, The (1994)	3.8059701492537314	469
Fantasia 2000 (1999)	3.8057395143487858	453
Hana-bi (1997)	3.8055555555555554	36
Hamlet (1948)	3.8053097345132745	113
Lady and the Tramp (1955)	3.8043981481481484	864
Army of Darkness (1993)	3.804232804232804	945
Mediterraneo (1991)	3.802197802197802	91
Ice Storm, The (1997)	3.8007889546351086	507
Taking of Pelham One Two Three, The (1974)	3.800724637681159	276
I Can't Sleep (J'ai pas sommeil) (1994)	3.8	5
Born American (1986)	3.8	5
Grosse Fatigue (1994)	3.8	5
Welcome to the Dollhouse (1995)	3.799163179916318	478
Mighty, The (1998)	3.798507462686567	134
Out of Sight (1998)	3.797356828193833	908
Chariots of Fire (1981)	3.7965299684542586	634
Kramer Vs. Kramer (1979)	3.7964601769911503	452
Donnie Brasco (1997)	3.7955493741307373	719
Big Carnival, The (1951)	3.7948717948717947	39
Lost Horizon (1937)	3.7938144329896906	97
American President, The (1995)	3.7938044530493706	1033
Meet Me in St. Louis (1944)	3.7936507936507935	189
Paris, Texas (1984)	3.793388429752066	121
Casino (1995)	3.7932551319648096	682
To Sir with Love (1967)	3.793103448275862	203
Following (1998)	3.793103448275862	29
Guys and Dolls (1955)	3.792307692307692	260
Prick Up Your Ears (1987)	3.792207792207792	77
Endless Summer, The (1966)	3.791946308724832	149
Pi (1998)	3.7911908646003263	613
Sliding Doors (1998)	3.790948275862069	464
Bandit Queen (1994)	3.7906976744186047	43
Kid, The (1921)	3.7903225806451615	62
Grifters, The (1990)	3.7887005649717516	885
Aladdin (1992)	3.788304959289415	1351
Jeremiah Johnson (1972)	3.7882882882882885	222
Man from Laramie, The (1955)	3.787878787878788	33
Amateur (1994)	3.7872340425531914	47
Moonstruck (1987)	3.7871690427698574	982
Trip to Bountiful, The (1985)	3.7857142857142856	140
Grand Hotel (1932)	3.7857142857142856	84
Prisoner of the Mountains (Kavkazsky Plennik) (1996)	3.7857142857142856	14
Thing, The (1982)	3.785425101214575	741
Foreign Correspondent (1940)	3.78494623655914	93
My Cousin Vinny (1992)	3.7845303867403315	1086
Damsel in Distress, A (1937)	3.782608695652174	23
Indochine (1992)	3.78125	160
Contender, The (2000)	3.7809278350515463	388
Awakenings (1990)	3.7808823529411764	680
Blow-Out (La Grande Bouffe) (1973)	3.78	50
Return of the Pink Panther, The (1974)	3.779220779220779	385
Old Man and the Sea, The (1958)	3.7786259541984735	131
In the Company of Men (1997)	3.778501628664495	307
Chasing Amy (1997)	3.7784679089026914	966
Kim (1950)	3.7777777777777777	9
Bandits (1997)	3.7777777777777777	9
Best Man, The (Il Testimone dello sposo) (1997)	3.7777777777777777	9
Vie est belle, La (Life is Rosey) (1987)	3.7777777777777777	18
Among Giants (1998)	3.7777777777777777	9
Help! (1965)	3.7731958762886597	291
Character (Karakter) (1997)	3.772727272727273	44
Galaxy Quest (1999)	3.771412037037037	1728
Easy Rider (1969)	3.7711340206185566	485
Boogie Nights (1997)	3.769503546099291	1128
Parenthood (1989)	3.7694204685573367	811
Pale Rider (1985)	3.769230769230769	312
Secret Garden, The (1993)	3.769230769230769	338
Not One Less (Yi ge dou bu neng shao) (1999)	3.769230769230769	52
Marcello Mastroianni: I Remember Yes, I Remember (1997)	3.769230769230769	13
Contact (1997)	3.768451519536903	1382
East-West (Est-ouest) (1999)	3.766990291262136	103
Bell, Book and Candle (1958)	3.7665198237885464	227
Cold Comfort Farm (1995)	3.7649769585253456	217
Nico Icon (1995)	3.764705882352941	34
Trick (1999)	3.764705882352941	85
Rain (1932)	3.764705882352941	17
Stand and Deliver (1987)	3.764525993883792	327
Jurassic Park (1993)	3.7638473053892216	2672
Official Story, The (La Historia Oficial) (1985)	3.763157894736842	38
Blue Velvet (1986)	3.7629969418960245	654
Taming of the Shrew, The (1967)	3.762589928057554	139
Freedom for Us (À nous la liberté ) (1931)	3.761904761904762	21
Beyond Silence (1996)	3.761904761904762	21
Wings of the Dove, The (1997)	3.761467889908257	218
Wolf Man, The (1941)	3.7611940298507465	134
Sleepless in Seattle (1993)	3.760649087221095	986
Misérables, Les (1998)	3.7606177606177607	259
South Park: Bigger, Longer and Uncut (1999)	3.760441292356186	1269
Splendor in the Grass (1961)	3.759259259259259	108
Jerry Maguire (1996)	3.7590539541759056	1353
Quiz Show (1994)	3.7588652482269502	705
Frequency (2000)	3.7588306942752743	821
Immortal Beloved (1994)	3.7586206896551726	261
Girl on the Bridge, The (La Fille sur le Pont) (1999)	3.757142857142857	70
Little Mermaid, The (1989)	3.756521739130435	1035
I Went Down (1997)	3.7560975609756095	41
River Runs Through It, A (1992)	3.756019261637239	623
Smoke (1995)	3.755868544600939	213
Cinderella (1950)	3.755632582322357	577
Man with the Golden Arm, The (1955)	3.7555555555555555	90
Things Change (1988)	3.75531914893617	94
JFK (1991)	3.755291005291005	756
For Whom the Bell Tolls (1943)	3.7551020408163267	98
Strawberry and Chocolate (Fresa y chocolate) (1993)	3.7540983606557377	61
Giant (1956)	3.753846153846154	130
Captain Horatio Hornblower (1951)	3.7523809523809524	105
American Werewolf in London, An (1981)	3.7522768670309654	549
Simple Plan, A (1998)	3.751677852348993	745
Pinocchio (1940)	3.751004016064257	498
Zero Effect (1998)	3.750830564784053	301
Roadside Prophets (1992)	3.75	12
Algiers (1938)	3.75	16
Line King: Al Hirschfeld, The (1996)	3.75	16
Love in the Afternoon (1957)	3.75	44
Ashes of Time (1994)	3.75	4
Small Wonders (1996)	3.75	4
Hate (Haine, La) (1995)	3.75	44
Saltmen of Tibet, The (1997)	3.75	8
Jesus' Son (1999)	3.75	148
Brother Minister: The Assassination of Malcolm X (1994)	3.75	4
Battle of the Sexes, The (1959)	3.75	4
Safe (1995)	3.75	100
Patriot Games (1992)	3.75	1052
Invisible Man, The (1933)	3.75	232
Keeping the Faith (2000)	3.7484662576687118	489
Bad Seed, The (1956)	3.748031496062992	127
Broadcast News (1987)	3.747782002534854	789
Night on Earth (1991)	3.747422680412371	194
Twin Falls Idaho (1999)	3.7473684210526317	95
Hard 8 (a.k.a. Sydney, a.k.a. Hard Eight) (1996)	3.747311827956989	186
Hang 'em High (1967)	3.7468879668049793	241
Patriot, The (2000)	3.7451612903225806	1240
Cross of Iron (1977)	3.744186046511628	43
Four Weddings and a Funeral (1994)	3.7437145174371453	1233
Jerk, The (1979)	3.743455497382199	573
Robin Hood (1973)	3.7434402332361514	343
King of the Hill (1993)	3.7432432432432434	74
Mulan (1998)	3.742857142857143	490
Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975)	3.7422680412371134	97
Man Facing Southeast (Hombre Mirando al Sudeste) (1986)	3.7419354838709675	31
Of Human Bondage (1934)	3.7413793103448274	58
Long Walk Home, The (1990)	3.7411764705882353	85
Mephisto (1981)	3.740740740740741	81
On Golden Pond (1981)	3.740740740740741	405
When Night Is Falling (1995)	3.740740740740741	27
Men in Black (1997)	3.739952718676123	2538
Citizen Ruth (1996)	3.73972602739726	219
Education of Little Tree, The (1997)	3.739130434782609	23
Bambi (1942)	3.738539898132428	589
Big Lebowski, The (1998)	3.7383773928896993	1097
Pork Chop Hill (1959)	3.7383177570093458	107
Soldier's Story, A (1984)	3.7378048780487805	164
True Grit (1969)	3.7375	320
Great Muppet Caper, The (1981)	3.7374301675977653	358
Pope of Greenwich Village, The (1984)	3.736842105263158	95
Flirt (1995)	3.736842105263158	38
Bob Roberts (1992)	3.7349397590361444	415
Good Morning, Vietnam (1987)	3.733826247689464	1082
T-Men (1947)	3.7333333333333334	15
Brother, Can You Spare a Dime? (1975)	3.7333333333333334	15
Autumn Sonata (Höstsonaten ) (1978)	3.7333333333333334	30
They Might Be Giants (1971)	3.7333333333333334	45
Crying Game, The (1992)	3.7314890154597236	1229
Contempt (Le Mépris) (1963)	3.730769230769231	26
Going My Way (1944)	3.7301587301587302	63
Howards End (1992)	3.7291666666666665	480
My Son the Fanatic (1998)	3.7291666666666665	48
Hamlet (1990)	3.7286245353159853	269
Sneakers (1992)	3.7277726856095326	1091
Hard Core Logo (1996)	3.727272727272727	11
Kundun (1997)	3.727272727272727	176
Perfect Candidate, A (1996)	3.727272727272727	33
Gods Must Be Crazy, The (1980)	3.726618705035971	695
Belle de jour (1967)	3.7261904761904763	168
Clear and Present Danger (1994)	3.7261567516525025	1059
Apostle, The (1997)	3.7261146496815285	471
Madness of King George, The (1994)	3.7258485639686683	383
Last Night (1998)	3.7254901960784315	51
Beautiful Girls (1996)	3.7252747252747254	182
Mrs. Dalloway (1997)	3.7241379310344827	58
Crimson Tide (1995)	3.723684210526316	760
Phantom of the Opera, The (1943)	3.7232142857142856	112
Rock, The (1996)	3.723134328358209	1340
American Dream (1990)	3.7222222222222223	36
Good Earth, The (1937)	3.7222222222222223	72
What Ever Happened to Baby Jane? (1962)	3.7219730941704037	223
Dorado, El (1967)	3.7205882352941178	68
Saving Grace (2000)	3.7204301075268815	186
Purple Noon (1960)	3.72	25
Nineteen Eighty-Four (1984)	3.7194244604316546	278
Manhattan Murder Mystery (1993)	3.719402985074627	335
Coming Home (1978)	3.717948717948718	195
Amistad (1997)	3.717948717948718	351
Nightmare Before Christmas, The (1993)	3.717871485943775	996
My Family (1995)	3.717391304347826	46
I Married A Strange Person (1997)	3.7142857142857144	21
Monster, The (Il Mostro) (1994)	3.7142857142857144	35
Soldier's Daughter Never Cries, A (1998)	3.7142857142857144	70
My Favorite Season (1993)	3.7142857142857144	42
Go West (1925)	3.7142857142857144	42
Ever After: A Cinderella Story (1998)	3.7139423076923075	416
...And Justice for All (1979)	3.71356783919598	199
Scent of a Woman (1992)	3.7135135135135133	555
Halloween (1978)	3.7134387351778657	506
Swimming with Sharks (1995)	3.712918660287081	209
Dogma (1999)	3.7128412537917086	989
Planet of the Apes (1968)	3.712564543889845	1162
Faraway, So Close (In Weiter Ferne, So Nah!) (1993)	3.712121212121212	66
Titus (1999)	3.7116564417177913	163
Gattaca (1997)	3.711234911792015	1077
Sixteen Candles (1984)	3.710709318497914	719
Austin Powers: International Man of Mystery (1997)	3.7103734439834026	1205
Sleeping Beauty (1959)	3.710371819960861	511
American Pie (1999)	3.7098632109431247	1389
Irma la Douce (1963)	3.7096774193548385	93
Near Dark (1987)	3.7094594594594597	148
Star Trek: First Contact (1996)	3.7091603053435116	1310
Bound for Glory (1976)	3.7083333333333335	48
Real Genius (1985)	3.7081447963800906	442
L.A. Story (1991)	3.7066666666666666	825
Joe the King (1999)	3.7058823529411766	17
Thunderball (1965)	3.7054455445544554	404
Mark of Zorro, The (1940)	3.704761904761905	105
Old Yeller (1957)	3.7043189368770766	301
Topsy-Turvy (1999)	3.7039473684210527	304
Sabotage (1936)	3.7037037037037037	54
Life and Times of Hank Greenberg, The (1998)	3.7037037037037037	54
20,000 Leagues Under the Sea (1954)	3.7026086956521738	575
Dead Zone, The (1983)	3.7024793388429753	363
Daytrippers, The (1996)	3.7016129032258065	124
Sweet and Lowdown (1999)	3.701388888888889	288
Candidate, The (1972)	3.7012987012987013	154
Tora! Tora! Tora! (1970)	3.7010309278350517	194
Ideal Husband, An (1999)	3.7	390
Colonel Chabert, Le (1994)	3.7	20
Different for Girls (1996)	3.7	10
Places in the Heart (1984)	3.699530516431925	213
Bullets Over Broadway (1994)	3.698901098901099	455
Radio Days (1987)	3.6982456140350877	285
Alice in Wonderland (1951)	3.697142857142857	525
Tao of Steve, The (2000)	3.6971153846153846	208
McCabe & Mrs. Miller (1971)	3.6971153846153846	208
Once Upon a Time... When We Were Colored (1995)	3.696969696969697	33
Hell in the Pacific (1968)	3.696969696969697	33
Pleasantville (1998)	3.6968911917098444	1158
Ed Wood (1994)	3.696871628910464	927
Mr. Holland's Opus (1995)	3.6968576709796674	541
Yellow Submarine (1968)	3.6967418546365916	399
Gypsy (1962)	3.69672131147541	122
Mother Night (1996)	3.6956521739130435	69
Goodbye Girl, The (1977)	3.6956521739130435	322
Oliver! (1968)	3.6948356807511735	213
This Is My Father (1998)	3.6944444444444446	36
Time Bandits (1981)	3.6940594059405942	1010
Dazed and Confused (1993)	3.6936236391912907	643
Opposite of Sex, The (1998)	3.692434210526316	608
Niagara, Niagara (1997)	3.6923076923076925	13
New Age, The (1994)	3.6923076923076925	13
Dinner Game, The (Le Dîner de cons) (1998)	3.691358024691358	81
Carlito's Way (1993)	3.6910569105691056	369
Little Voice (1998)	3.690909090909091	330
Magnum Force (1973)	3.6904761904761907	210
Jackie Brown (1997)	3.6892265193370166	724
Romancing the Stone (1984)	3.6892193308550185	1345
Next Stop, Wonderland (1998)	3.688775510204082	196
Buddy Holly Story, The (1978)	3.6884422110552766	199
Dumbo (1941)	3.688380281690141	568
Outsiders, The (1983)	3.6875	256
Red Firecracker, Green Firecracker (1994)	3.6875	48
Artemisia (1997)	3.6875	32
Mariachi, El (1992)	3.6873706004140785	483
Enemy of the State (1998)	3.687246963562753	988
Top Gun (1986)	3.6861386138613863	1010
Crossfire (1947)	3.6857142857142855	35
Poltergeist (1982)	3.6842767295597483	795
Walking and Talking (1996)	3.6842105263157894	57
Otello (1986)	3.6842105263157894	38
Abyss, The (1989)	3.6839650145772596	1715
War Zone, The (1999)	3.683333333333333	60
Hidden, The (1987)	3.683098591549296	284
Repo Man (1984)	3.6830892143808254	751
Total Recall (1990)	3.682364729458918	1996
Defending Your Life (1991)	3.681614349775785	446
Naked Gun: From the Files of Police Squad!, The (1988)	3.680635838150289	692
Return to Me (2000)	3.6806167400881056	454
Thelma & Louise (1991)	3.6803105151729003	1417
Mystery Science Theater 3000: The Movie (1996)	3.6798245614035086	456
Who Framed Roger Rabbit? (1988)	3.6798221234018897	1799
League of Their Own, A (1992)	3.6797088262056414	1099
Limey, The (1999)	3.679324894514768	474
Picnic (1955)	3.6790123456790123	81
Dear Diary (Caro Diario) (1994)	3.6785714285714284	28
Dead Calm (1989)	3.6780684104627768	497
Muriel's Wedding (1994)	3.6776061776061777	518
Indiana Jones and the Temple of Doom (1984)	3.676131322094055	1127
Little Princess, The (1939)	3.675324675324675	77
Piano, The (1993)	3.674342105263158	608
Mad Max 2 (a.k.a. The Road Warrior) (1981)	3.6740812379110253	1034
Ladyhawke (1985)	3.6734317343173433	542
Night of the Living Dead (1968)	3.6713286713286712	715
Billy's Hollywood Screen Kiss (1997)	3.6710526315789473	76
Cape Fear (1991)	3.671033478893741	687
Unzipped (1995)	3.6707317073170733	82
Fatal Attraction (1987)	3.669576059850374	802
Cat Ballou (1965)	3.6678571428571427	280
Dog's Life, A (1920)	3.6666666666666665	24
Story of G.I. Joe, The (1945)	3.6666666666666665	21
Tigerland (2000)	3.6666666666666665	54
Cyclo (1995)	3.6666666666666665	30
Fandango (1985)	3.6666666666666665	66
Santitos (1997)	3.6666666666666665	3
Institute Benjamenta, or This Dream People Call Human Life (1995)	3.6666666666666665	3
Limelight (1952)	3.6666666666666665	30
Oxygen (1999)	3.6666666666666665	6
All Over Me (1997)	3.6666666666666665	21
Coldblooded (1995)	3.6666666666666665	18
Cup, The (Phörpa) (1999)	3.6666666666666665	57
Pandora and the Flying Dutchman (1951)	3.6666666666666665	6
Lucie Aubrac (1997)	3.6666666666666665	6
Bonheur, Le (1965)	3.6666666666666665	6
Faces (1968)	3.6666666666666665	27
Sunshine (1999)	3.6666666666666665	87
Just the Ticket (1999)	3.6666666666666665	3
Journey of August King, The (1995)	3.6666666666666665	6
Odessa File, The (1974)	3.6666666666666665	78
Affair of Love, An (Une Liaison Pornographique) (1999)	3.6666666666666665	39
Synthetic Pleasures (1995)	3.6666666666666665	3
Lord of the Flies (1963)	3.6657223796033995	353
Tarzan (1999)	3.665158371040724	442
East is East (1999)	3.664772727272727	176
Priest (1994)	3.664335664335664	143
Mad Max (1979)	3.6641651031894935	1066
Frenzy (1972)	3.663157894736842	95
Notting Hill (1999)	3.6628205128205127	780
Fear of a Black Hat (1993)	3.6619718309859155	71
Boys from Brazil, The (1978)	3.661764705882353	204
Ulee's Gold (1997)	3.661654135338346	266
Peter Pan (1953)	3.65993265993266	594
Passion Fish (1992)	3.6598639455782314	147
Ruby in Paradise (1993)	3.658119658119658	117
Father of the Bride (1950)	3.6578947368421053	304
Underground (1995)	3.657142857142857	35
Star Trek IV: The Voyage Home (1986)	3.6563055062166963	1126
King Kong (1933)	3.6560846560846563	756
Man Bites Dog (C'est arrivé près de chez vous) (1992)	3.655844155844156	154
Friday (1995)	3.6551724137931036	319
Source, The (1999)	3.6551724137931036	29
Big Blue, The (Le Grand Bleu) (1988)	3.6551724137931036	87
Shanghai Noon (2000)	3.6548672566371683	791
Children of the Revolution (1996)	3.6538461538461537	52
Predator (1987)	3.653816499614495	1297
Out of Africa (1985)	3.6533546325878596	626
Quatermass and the Pit (1967)	3.652173913043478	69
Xiu Xiu: The Sent-Down Girl (Tian yu) (1998)	3.652173913043478	69
Dark Crystal, The (1982)	3.652112676056338	710
Liberty Heights (1999)	3.6516129032258067	155
Leaving Las Vegas (1995)	3.6510204081632653	980
Bastard Out of Carolina (1996)	3.6507936507936507	63
Big Country, The (1958)	3.6507936507936507	63
Aimée & Jaguar (1999)	3.65	20
Dangerous Beauty (1998)	3.65	100
Little Women (1994)	3.6491228070175437	285
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)	3.6486486486486487	74
Nobody's Fool (1994)	3.648068669527897	233
Flower of My Secret, The (La Flor de Mi Secreto) (1995)	3.6470588235294117	17
Wilde (1997)	3.6470588235294117	85
Metropolitan (1990)	3.6464646464646466	198
Manny & Lo (1996)	3.6451612903225805	31
Freeway (1996)	3.6449704142011834	169
Funny Face (1957)	3.6436781609195403	174
Jagged Edge (1985)	3.6434426229508197	244
My Dog Skip (1999)	3.6433333333333335	300
Land Girls, The (1998)	3.642857142857143	14
Thomas Crown Affair, The (1999)	3.6418732782369148	1089
Pretty Woman (1990)	3.641491395793499	1046
Pink Floyd - The Wall (1982)	3.640826873385013	387
Fifth Element, The (1997)	3.6405228758169934	1377
Mighty Aphrodite (1995)	3.640371229698376	431
Risky Business (1983)	3.6396713615023475	852
Boys Life (1995)	3.6391752577319587	97
Melvin and Howard (1980)	3.638888888888889	108
Labyrinth (1986)	3.637184115523466	554
Emperor and the Assassin, The (Jing ke ci qin wang) (1999)	3.6363636363636362	44
Losing Chase (1996)	3.6363636363636362	11
Meet the Parents (2000)	3.6357308584686776	862
